NAME	left	right	DNA strand where the operon is coded	Evidence that support the existence of the operon's Tus
yhaH	3250326	3250691	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhaI	3250933	3251289	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yhaJ	3251340	3252236	reverse	"[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]; [IC|W|Inferred by curator]"
yhaKL	3252341	3253229	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yhaOM	3253363	3255969	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhbE-obgE	3328604	3330757	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhbO	3296996	3297514	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yhbP	3297494	3297937	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yhbQ	3297988	3298290	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yhbTS	3298277	3299298	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhbUV	3299507	3301389	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhbW	3301470	3302477	forward	[ICWHO|W|Inferred computationally without human oversight]
yhbX	3318010	3319635	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhbY	3325812	3326105	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yhcAD-ychE_1	3360134	3363686	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yhcB	3378213	3378611	forward	[ICWHO|W|Inferred computationally without human oversight]
yhcC	3351143	3352072	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhcG	3365849	3366976	forward	[ICWHO|W|Inferred computationally without human oversight]
yhcM	3376892	3378019	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhcN	3383560	3383823	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhcO	3383879	3384151	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yhdH	3401506	3402480	forward	"[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]; [IC|W|Inferred by curator]"
yhdJ	3409675	3410559	forward	[ICWHO|W|Inferred computationally without human oversight]
yhdN-zntR	3436727	3437531	reverse	"[IC|W|Inferred by curator]; [ITCR|W|Inferred through co-regulation],[ICWHO|W|Inferred computationally without human oversight]"
yhdP	3390480	3394280	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhdT-panF-prmA	3405397	3407973	forward	[BTEI|W|Boundaries of transcription experimentally identified],[PM|S|Polar mutation]
yhdU	3410643	3410822	forward	[ICWHO|W|Inferred computationally without human oversight]
yhdV	3416412	3416633	forward	[ICWHO|W|Inferred computationally without human oversight]
yhdWXYZ	3417171	3421216	forward	
yheO-tusDCB	3472700	3474462	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yheSTU	3479311	3482458	forward	[ICWHO|W|Inferred computationally without human oversight]
yhfA	3483436	3483840	reverse	[LTED|S|Length of transcript experimentally determined]
yhfG-fic-pabA	3488288	3489642	reverse	"[PM|S|Polar mutation]; [ICWHO|W|Inferred computationally without human oversight]"
yhfK	3484813	3486915	forward	[IHBCE|W|Inferred by a human based on computational evidence]
yhfL	3497470	3497637	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhfXW-php-yhfUTS	3502957	3508998	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhfZY	3509082	3510366	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhgA	3541189	3542067	forward	[ICWHO|W|Inferred computationally without human oversight]
yhgE	3528737	3530461	reverse	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yhgF	3535407	3537728	forward	[ICWHO|W|Inferred computationally without human oversight]
yhgN	3573094	3573687	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yhhA	3584966	3585406	forward	"[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]; [IC|W|Inferred by curator]"
yhhH	3621422	3621805	forward	[ICWHO|W|Inferred computationally without human oversight]
yhhI	3622401	3623537	forward	[ICWHO|W|Inferred computationally without human oversight]
yhhM	3603274	3603633	reverse	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yhhN	3603774	3604400	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yhhQ	3607240	3607905	forward	[ICWHO|W|Inferred computationally without human oversight]
yhhS	3608539	3609756	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yhhT	3609888	3610937	forward	[ICWHO|W|Inferred computationally without human oversight]
yhhW	3576973	3577668	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhhX	3577791	3578828	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yhhY	3579161	3579649	forward	[ICWHO|W|Inferred computationally without human oversight]
yhhZ-yrhA-insA-6AB-6B-6	3579886	3582203	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhiI-rbbA-yhhJ	3623702	3628625	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yhiJ	3628991	3630613	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhiK	3630875	3631267	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhiL	3631243	3632481	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhiM	3632864	3633916	forward	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yhiN	3634231	3635433	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yhiS_1	3649314	3650096	forward	[ICWHO|W|Inferred computationally without human oversight]
yhjA	3665814	3667211	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhjB	3669315	3669917	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yhjC	3670365	3671336	forward	[ICWHO|W|Inferred computationally without human oversight]
yhjD	3671385	3672398	forward	[ICWHO|W|Inferred computationally without human oversight]
yhjE	3672809	3674131	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yhjG	3674313	3676388	reverse	[BTEI|W|Boundaries of transcription experimentally identified],[ICWHO|W|Inferred computationally without human oversight],[IEP|W|Inferred from expression pattern]
yhjH	3676443	3677210	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhjJ	3678467	3679963	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
yhjK	3681653	3683602	reverse	[ICWHO|W|Inferred computationally without human oversight]
yhjR	3694020	3694208	reverse	"[IC|W|Inferred by curator]; [IHBCE|W|Inferred by a human based on computational evidence]"
yhjV	3698586	3699857	forward	[ICWHO|W|Inferred computationally without human oversight]
yhjX	3708822	3710030	reverse	"[LTED|S|Length of transcript experimentally determined],[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yhjY	3710259	3710957	reverse	[ICWHO|W|Inferred computationally without human oversight]
yiaA	3724947	3725384	reverse	[ICWHO|W|Inferred computationally without human oversight]
yiaB	3725430	3725771	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yiaD	3714570	3715229	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yiaF	3716357	3717067	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yiaG	3717501	3717791	forward	
yiaJ	3739707	3740555	reverse	[LTED|S|Length of transcript experimentally determined]
yiaKLMNO-lyxK-sgbHUE	3740756	3748804	forward	[LTED|S|Length of transcript experimentally determined],[CV(LTED/PM)|C|cross validation(LTED/PM)],[BTEI|W|Boundaries of transcription experimentally identified],[PM|S|Polar mutation]
yiaT	3749151	3749891	reverse	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yiaU	3750015	3750989	forward	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yiaWV	3750986	3752451	reverse	[ICWHO|W|Inferred computationally without human oversight]
yiaY	3754699	3755850	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yibF	3759370	3759978	reverse	[ICWHO|W|Inferred computationally without human oversight]
yibG	3766200	3766661	forward	[ICWHO|W|Inferred computationally without human oversight]
yibIH	3768266	3769767	reverse	[ICWHO|W|Inferred computationally without human oversight]
yibJ	3765244	3765945	forward	[ICWHO|W|Inferred computationally without human oversight]
yibL	3774688	3775050	forward	[ICWHO|W|Inferred computationally without human oversight]
yibN	3782607	3783038	reverse	[ICWHO|W|Inferred computationally without human oversight]
yibT	3774194	3774403	reverse	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yicC	3814699	3815562	forward	[BTEI|W|Boundaries of transcription experimentally identified],[ICWHO|W|Inferred computationally without human oversight]
yicG	3816897	3817514	forward	[ICWHO|W|Inferred computationally without human oversight]
yicH	3828480	3830189	forward	[ICWHO|W|Inferred computationally without human oversight]
yicJI	3830242	3833952	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
yicL	3836271	3837194	forward	[ICWHO|W|Inferred computationally without human oversight]
yicN	3839973	3840425	reverse	[ICWHO|W|Inferred computationally without human oversight]
yicR-rpmBG-mutM	3808366	3810582	reverse	"[BTEI|W|Boundaries of transcription experimentally identified]; [LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]"
yicS	3838238	3838531	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yidA	3874163	3874975	reverse	[ICWHO|W|Inferred computationally without human oversight]
yidB	3875090	3875488	reverse	[ICWHO|W|Inferred computationally without human oversight]
yidE	3862635	3864296	reverse	[ICWHO|W|Inferred computationally without human oversight]
yidHGF	3853137	3854330	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yidI	3854438	3854887	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yidKJ	3854934	3858139	reverse	[ICWHO|W|Inferred computationally without human oversight]
yidL	3858276	3859199	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yidP	3861922	3862638	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yidQ	3865751	3866083	forward	
yidR	3866085	3867332	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yidX	3873461	3874117	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yidZ	3890788	3891747	forward	[ICWHO|W|Inferred computationally without human oversight]
yieEF	3891892	3893241	forward	[ITCR|W|Inferred through co-regulation],[ICWHO|W|Inferred computationally without human oversight]
yieH	3894797	3895462	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yieP-hsrA	3937208	3939350	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yifB	3946472	3948022	reverse	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yifE	3946109	3946447	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yifK	3978910	3980295	forward	[ICWHO|W|Inferred computationally without human oversight]
yifL-dapF-yigA-xerC-yigB	3992545	3995922	forward	[ICWHO|W|Inferred computationally without human oversight]
yifNO	3958035	3958483	reverse	[ICWHO|W|Inferred computationally without human oversight]
yigE	3998315	3999079	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yigGF	4000442	4001216	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yigI	4002253	4002720	reverse	[ICWHO|W|Inferred computationally without human oversight]
yigM	4009099	4009998	forward	[ICWHO|W|Inferred computationally without human oversight]
yihA	4048156	4048752	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yihD	4040092	4040361	forward	[ICWHO|W|Inferred computationally without human oversight]
yihF	4042222	4043652	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yihG	4043693	4044625	reverse	
yihI	4049370	4049879	forward	[ICWHO|W|Inferred computationally without human oversight]
yihLM	4058470	4060168	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yihN	4060270	4061535	forward	[ICWHO|W|Inferred computationally without human oversight]
yihPO	4062386	4065238	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yihQ	4065263	4067299	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yihR	4067498	4068424	reverse	[ICWHO|W|Inferred computationally without human oversight]
yihUTS	4068538	4071594	reverse	[ICWHO|W|Inferred computationally without human oversight]
yihVW	4071762	4073477	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yihXY-dtd-yiiD	4073576	4076461	forward	[ICWHO|W|Inferred computationally without human oversight]
yiiE	4077314	4077532	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yiiF	4077774	4077992	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
