Product Type	NAME	Gene
-	hydroperoxidase I	katG
-	predicted permease	yijE
-	conserved protein	yijF
-	GldA	gldA
-	fructose 6-phosphate aldolase 2	fsaB
-	fused predicted PTS enzymes: HPr component / enzyme I component / enzyme IIA component	ptsA
-	FrwC	frwC
-	FrwB	frwB
-	formate acetyltransferase 2	pflD
-	probable pyruvate formate lyase 2 activating enzyme	pflC
-	PTS system fructose-like IIB component 2	frwD
-	predicted DNA-binding transcriptional regulator	yijO
-	phosphoethanolamine transferase EptC	eptC
-	Ppc	ppc
-	ArgE	argE
-	N-acetylglutamylphosphate reductase	argC
-	acetylglutamate kinase monomer	argB
-	argininosuccinate lyase	argH
small RNA	OxyS	oxyS
-	OxyR DNA-binding transcriptional dual regulator	oxyR
-	pyridine nucleotide transhydrogenase, soluble	sthA
-	FabR DNA-binding transcriptional repressor	fabR
-	conserved inner membrane protein	yijD
-	tRNA m<sup>5</sup>U54 methyltransferase	trmA
-	vitamin B12 / E colicin / bacteriophage BF23 outer membrane porin BtuB	btuB
-	glutamate racemase	murI
rRNA	rrsB 16S ribosomal RNA	rrsB
tRNA	tRNA<SUP>gltT</SUP>	gltT
rRNA	rrlB 23S ribosomal RNA	rrlB
rRNA	rrfB 5S ribosomal RNA	rrfB
-	UDP-<i>N</i>-acetylenolpyruvoylglucosamine reductase	murB
-	bifunctional biotin-[acetyl-CoA-carboxylase] ligase and transcriptional repressor	birA
-	pantothenate kinase monomer	coaA
-		Phantom Gene
tRNA	tRNA<SUP>thrU</SUP>	thrU
tRNA	tRNA<SUP>tyrU</SUP>	tyrU
tRNA	tRNA<SUP>glyT</SUP>	glyT
tRNA	tRNA<SUP>thrT</SUP>	thrT
-	elongation factor Tu	tufB
-	SecE	secE
-	transcription termination factor NusG	nusG
-	50S ribosomal subunit protein L11	rplK
-	50S ribosomal subunit protein L1	rplA
-	50S ribosomal subunit protein L10	rplJ
-	50S ribosomal subunit protein L12	rplL
-	"RNA polymerase, &beta; subunit"	rpoB
-	"RNA polymerase, &beta;' subunit"	rpoC
-	conserved protein	yjaZ
small RNA	SroH	sroH
-	tyrosine lyase	thiH
-	ThiG	thiG
-	ThiS protein	thiS
-	ThiS adenylyltransferase	thiF
-	thiamine phosphate synthase/thiamine phosphate synthase	thiE
-	HMP-P synthase	thiC
-	"regulator of &sigma;<sup>70</sup> (&sigma;<sup>D</sup>), stationary phase protein"	rsd
-	NADH pyrophosphatase	nudC
-	uroporphyrinogen decarboxylase	hemE
-	endonuclease V  (deoxyinosine 3'-endonuclease)	nfi
-	conserved protein	yjaG
-	"transcriptional dual regulator HU-&alpha; (HU-2)"	hupA
-	conserved protein	yjaH
-	zinc homeostasis protein	zraP
-	ZraS sensory histidine kinase	zraS
-	ZraR transcriptional activator	zraR
-	phosphoribosylamine-glycine ligase	purD
-	AICAR transformylase/IMP cyclohydrolase	purH
rRNA	rrsE 16S ribosomal RNA	rrsE
tRNA	tRNA<SUP>gltV</SUP>	gltV
rRNA	rrlE 23S ribosomal RNA	rrlE
rRNA	rrfE 5S ribosomal RNA	rrfE
-	stress response protein	yjaA
-	predicted acetyltransferase	yjaB
-	homoserine <i>O</i>-succinyltransferase	metA
-	malate synthase A	aceB
-	isocitrate lyase monomer	aceA
-	AceK	aceK
-	regulator of acetyl CoA synthetase	arpA
-	IclR transcriptional repressor	iclR
-	cobalamin-dependent methionine synthase	metH
-	putative inorganic phosphate export protein	yjbB
-	peptidase E, a dipeptidase where amino-terminal residue is aspartate	pepE
-	23S rRNA pseudouridine 2604 synthase	rluF
-	conserved protein	yjbD
-	LysC	lysC
small RNA	LysC5'	lysC5'
-		pgi
-	predicted protein	yjbE
-	predicted lipoprotein	yjbF
-	conserved protein	yjbG
-	predicted porin	yjbH
-	hypothetical protein	yjbT
-	predicted phosphate starvation-inducible protein	psiE
-	xylose:H<sup>+</sup> symporter	xylE
-	maltose ABC transporter - membrane subunit	malG
-	maltose ABC transporter - membrane subunit	malF
-	maltose ABC transporter - periplasmic binding protein	malE
-	maltose ABC transporter - ATP binding subunit	malK
-	LamB	lamB
-	maltose regulon periplasmic protein	malM
-	conserved protein	yjbI
-	chorismate lyase	ubiC
-	4-hydroxybenzoate octaprenyltransferase	ubiA
-	glycerol-3-phosphate acyltransferase	plsB
-	DgkA	dgkA
-	LexA	lexA
-	DinF MATE Transporter	dinF
-	predicted stress response protein	yjbJ
-	Zur	zur
-	predicted protein	yjbL
-	predicted protein	yjbM
-	tRNA-dihydrouridine synthase A	dusA
-	phage shock protein G	pspG
-	Qor	qor
-	DnaB	dnaB
-	alanine racemase 1, PLP-binding, biosynthetic	alr
-	TyrB	tyrB
-	hypothetical protein	yjbS
-	AphA monomer	aphA
-	conserved protein	yjbQ
-	conserved protein	yjbR
-	excision nuclease subunit A	uvrA
-	ssDNA-binding protein	ssb
-	predicted inner membrane protein	yjcB
-	predicted c-di-GMP-specific phosphodiesterase	yjcC
-	SoxS DNA-binding transcriptional dual regulator	soxS
-	SoxR DNA-binding transcriptional dual regulator	soxR
small RNA	RyjA	ryjA
-	guanine / hypoxanthine transporter GhxP	ghxP
-	YjcE CPA1 transporter	yjcE
-	conserved protein	yjcF
-		actP
-	conserved inner membrane protein	yjcH
-	acetyl-CoA synthetase (AMP-forming)	acs
-	formate dependent nitrite reductase - NrfA subunit	nrfA
-	formate-dependent nitrite reductase - penta-heme cytochrome c	nrfB
-	formate-dependent nitrite reductase, 4Fe-4S subunit	nrfC
-	formate dependent nitrate reductase - NrfD subunit	nrfD
-	"formate-dependent nitrite reductase; possible assembly function"	nrfE
-	activator of formate-dependent nitrite reductase complex	nrfF
-	NrfG	nrfG
-	glutamate / aspartate : H<sup>+</sup> symporter GltP	gltP
-	conserved protein	yjcO
-	formate dehydrogenase H	fdhF
-	SdsRQP multidrug efflux transport system - predicted outer membrane factor	mdtP
-	SdsRQP multidrug efflux transport system - uncharacterised component	mdtO
-	SdsRQP multidrug efflux transport system - predicted membrane fusion protein	mdtN
-	hypothetical protein	ytcA
-	predicted alkyl sulfatase	yjcS
-	D-allose kinase	alsK
-	allulose-6-phosphate 3-epimerase	alsE
-	D-allose ABC transporter - membrane subunit	alsC
-	D-allose ABC transporter - ATP binding subunit	alsA
-	D-allose ABC transporter - periplasmic binding protein	alsB
-	AlsR DNA-binding transcriptional repressor	rpiR
-	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B monomer	rpiB
-	conserved protein	yjdP
-	"5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase"	phnP
-	aminoalkylphosphonate <i>N</i>-acetyltransferase	phnO
-	ribose 1,5-bisphosphokinase	phnN
-	RPnTP hydrolase	phnM
-	PhnL subunit of methylphosphonate degradation complex	phnL
-	predicted carbon-phosphorous lyase subunit	phnK
-	carbon-phosphorous lyase	phnJ
-	PhnI subunit of methylphosphonate degradation complex	phnI
-	PhnH subunit of methylphosphonate degradation complex	phnH
-	PhnG subunit of methylphosphonate degradation complex	phnG
-	PhnF predicted transcriptional regulator	phnF
-	phosphonate/organophosphate ester transporter (pseudogene)	phnE_2
-	phosphonate ABC transporter - membrane subunit	phnE_1
-	phosphonate ABC transporter - periplasmic binding protein	phnD
-	phosphonate ABC transporter - ATP binding subunit	phnC
-	conserved protein	yjdN
-	conserved protein	yjdM
-	Clamp-binding sister replication fork colocalization protein	crfC
-	conserved protein	yjcZ
-	ProP	proP
-	conserved protein	pmrR
-	BasS sensory histidine kinase	basS
-	BasR transcriptional regulator	basR
-	phosphoethanolamine transferase EptA	eptA
-	AdiC	adiC
-	AdiY DNA-binding transcriptional activator	adiY
-	Adi	adiA
-	MelR DNA-binding transcriptional dual regulator	melR
-	"&alpha;-galactosidase monomer"	melA
-	melibiose:H<sup>+</sup>/Na<sup>+</sup>/Li<sup>+</sup> symporter	melB
-	conserved inner membrane protein	yjdF
-	fumarase B monomer	fumB
-	dicarboxylate transporter DcuB	dcuB
-	DcuR transcriptional activator	dcuR
-	DcuS sensory histidine kinase	dcuS
-	conserved protein	yjdI
-	predicted acyltransferase with acyl-CoA N-acyltransferase domain	yjdJ
-	antitoxin of the GhoTS toxin-antitoxin system	ghoS
-	toxin of the GhoTS toxin-antitoxin system	ghoT
-	lysyl-tRNA synthetase	lysU
-	dipeptide:H<sup>+</sup> symporter YjdL	yjdL
-	CadA	cadA
-	cadaverine:H<sup>+</sup> symporter/lysine:cadaverine antiporter	cadB
-	CadC DNA-binding transcriptional activator	cadC
tRNA	tRNA<SUP>pheU</SUP>	pheU
-	predicted transcriptional regulator	yjdC
-	protein disulfide oxidoreductase - DsbD<sub>reduced</sub>	dipZ
-	copper binding protein CutA	cutA
-	dicarboxylate transporter DcuA	dcuA
-	AspA	aspA
-	"inner membrane protein; overproduction inhibits F exclusion of bacteriophage T7"	fxsA
-	YjeH  APC transporter	yjeH
-	GroES, chaperone binds to Hsp60 in pres. Mg-ATP, suppressing its ATPase activity	groS
-	GroEL, chaperone Hsp60, peptide-dependent ATPase, heat shock protein	groL
-	conserved protein	yjeI
-	predicted protein	yjeJ
-	lysine 2,3-aminomutase	epmB
-	protein chain elongation factor EF-P	efp
-	entericidin A, antidote to lipoprotein entericidin B	ecnA
-	entericidin B	ecnB
-	SugE SMR transporter	sugE
-	Blc outer membrane lipoprotein (lipocalin)	blc
-	"&beta;-lactamase; penicillin resistance"	ampC
-	fumarate reductase membrane protein	frdD
-	fumarate reductase membrane protein	frdC
-	fumarate reductase iron-sulfur protein	frdB
-	fumarate reductase flavoprotein	frdA
-	EF-P-lysine lysyltransferase	epmA
-	YjeM APC transporter	yjeM
-	predicted protein	yjeN
-	conserved inner membrane protein	yjeO
-	mechanosensitive channel of miniconductance McsM monomer	mscM
-	phosphatidylserine decarboxylase, proenzyme	psd
-	ribosome small subunit-dependent GTPase A	rsgA
-	oligoribonuclease monomer	orn
tRNA	tRNA<SUP>glyV</SUP>	glyV
tRNA	tRNA<SUP>glyX</SUP>	glyX
tRNA	tRNA<SUP>glyY</SUP>	glyY
-	small protein	yjeV
-	epoxyqueuosine reductase	queG
-	NAD(P)HX epimerase / NAD(P)HX dehydratase	yjeF
-	protein involved in threonylcarbamoyladenosine biosynthesis	tsaE
-	N-acetylmuramoyl-L-alanine amidase 2	amiB
-	MutL	mutL
-	tRNA(i<sup>6</sup>A37) synthase	miaA
-	"RNA-binding protein that affects many cellular processes; homolog of mammalian Sm/Sm-like proteins"	hfq
-	GTPase associated with the 50S subunit of the ribosome	hflX
-	regulator of FtsH protease	hflK
-	regulator of FtsH protease	hflC
-	conserved inner membrane protein	yjeT
-	PurA	purA
-	NsrR	nsrR
-	RNase R	rnr
-	23S rRNA 2'-<i>O</i>-ribose G2251 methyltransferase monomer	rlmB
-	conserved protein	yjfI
-	predicted transcriptional regulator effector protein	yjfJ
-	conserved protein	yjfK
-	conserved inner membrane protein	yjfL
-	conserved protein	yjfM
-	predicted synthetase/amidase with ATPase activity	yjfC
-	AidB	aidB
-	predicted protein	yjfN
-	conserved protein	bsmA
-	esterase	yjfP
-	UlaR DNA-binding transcriptional repressor	ulaR
-	L-ascorbate 6-phosphate lactonase	ulaG
-	L-ascorbate PTS permease - UlaA subunit	ulaA
-	L-ascorbate PTS permease - UlaB subunit	ulaB
-	L-ascorbate PTS permease - UlaC subunit	ulaC
-	3-keto-L-gulonate 6-phosphate decarboxylase	ulaD
-	L-xylulose 5-phosphate 3-epimerase	ulaE
-	L-ribulose 5-phosphate 4-epimerase	ulaF
-	predicted protein	yjfY
-	30S ribosomal subunit protein S6	rpsF
-	PriB	priB
-	30S ribosomal subunit protein S18	rpsR
-	50S ribosomal subunit protein L9	rplI
-	predicted protein	yjfZ
-	predicted transcriptional regulator	ytfA
-	predicted cell envelope opacity-associated protein	ytfB
-	FKBP-type peptidyl-prolyl <i>cis-trans</i> isomerase (rotamase)	fklB
-	serine / alanine / glycine / cycloserine:H<sup>+</sup>symporter	cycA
-	protein involved in repair of stress-damaged iron-sulfur clusters	ytfE
-	inner membrane protein	ytfF
-	NAD(P)H:quinone oxidoreductase	ytfG
-	predicted transcriptional regulator	ytfH
-	2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase	cpdB
-	adenosine-3'(2'),5'-bisphosphate nucleotidase	cysQ
-	predicted protein	ytfI
-	conserved protein	ytfJ
-	conserved protein	ytfK
-	predicted inner membrane protein	ytfL
small RNA	YtfL5'	
-	methionine sulfoxide reductase A	msrA
-	translocation and assembly module - TamA subunit	tamA
-	translocation and assembly module - TamB subunit	tamB
-	conserved protein	ytfP
-	predicted protein	yzfA
-	ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system	chpS
-	ChpB toxin of the ChpB-ChpS toxin-antitoxin system	chpB
-	Ppa	ppa
-	galactofuranose / galactopyranose ABC transporter - periplasmic binding protein	ytfQ
-	galactofuranose / galactopyranose ABC transporter - putative ATP binding subunit	ytfR
-	galactofuranose / galactopyranose ABC transporter - putative membrane subunit	ytfT
-	galactofuranose / galactospyranose ABC transporter - putative membrane subunit	yjfF
-	fructose-1,6-bisphosphatase monomer	fbp
-	"UDP-N-acetylmuramate:L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminoheptanedioate-D-alanine ligase/UDP-N-acetylmuramate:L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate ligase"	mpl
-	putative alpha-helix protein	yjgA
-	protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD	pmbA
-	cytochrome b562 (soluble)	cybC
-	NrdG	nrdG
-	ribonucleoside-triphosphate reductase	nrdD
-	trehalose-6-phosphate hydrolase	treC
-	trehalose PTS permease - TreB subunit	treB
-	TreR transcriptional repressor	treR
small RNA	MgtA5'	mgtA5'
-	predicted leader peptide	mgtL
-	Mg<sup>2+</sup> / Ni<sup>2+</sup> transporting ATPase	mgtA
-	predicted enamine/imine deaminase	ridA
-	aspartate carbamoyltransferase, PyrI subunit	pyrI
-	aspartate carbamoyltransferase, PyrB subunit	pyrB
-	Pyr operon leader peptide	pyrL
-		Phantom Gene
-	predicted mRNA endoribonuclease	yjgH
-	c-di-GMP binding protein involved in biofilm dispersal	bdcA
-	predicted transcriptional regulator	bdcR
-		Phantom Gene
-	toxin-antitoxin biofilm protein	tabA
-	predicted protein	yjgL
-	ArgI	argI
-	ribonuclease E inhibitor protein B	rraB
-	predicted acetyltransferase	yjgM
-	conserved inner membrane protein	yjgN
-	valyl-tRNA synthetase	valS
-	"DNA polymerase III, &chi; subunit"	holC
-	aminopeptidase A/I	pepA
-	LptF	lptF
-	LptG	lptG
-	predicted ATPase	yjgR
-	IdnR transcriptional regulator	idnR
-	L-idonate / 5-ketogluconate / gluconate transporter IdnT	idnT
-	5-keto-D-gluconate 5-reductase	idnO
-	L-idonate 5-dehydrogenase	idnD
-	D-gluconate kinase, thermosensitive	idnK
-	aldehyde reductase, NADPH-dependent	ahr
tRNA	tRNA<SUP>leuX</SUP>	leuX
-	"KpLE2 phage-like element; predicted integrase"	intB
-	IS2 element transposase InsAB'	insCD-6
-	"KpLE2 phage-like element; IS2 insertion element repressor InsA"	insC-6
-		insD-6
-	"KpLE2 phage-like element; predicted protein"	yjgW
-		yjgX_3
-	"KpLE2 phage-like element; predicted protein"	yjgX_2
-	"KpLE2 phage-like element; predicted protein, N-ter fragment"	yjgX_1
-	"KpLE2 phage-like element; predicted protein"	yjgZ
-	IS1 predicted transposase	insG
-	YjhB  MFS transporter	yjhB
-	"KpLE2 phage-like element; predicted oxidoreductase"	yjhC
-	small predicted membrane protein	ythA
-	"KpLE2 phage-like element; predicted protein"	yjhD
-	"KpLE2 phage-like element; predicted membrane protein (pseudogene)"	yjhE
-	"KpLE2 phage-like element; partial regulator of insertion element IS911B (interrupted)"	insN-2
-	"KpLE2 phage-like element; IS30 transposase"	insI-3
-		insM
-	"KpLE2 phage-like element; partial transposase"	insO-2
-		yjhW
-	"KpLE2 phage-like element; predicted protein"	yjhV
-	ferric dicitrate ABC transporter - ATP binding subunit	fecE
-	ferric dicitrate ABC transporter - membrane subunit	fecD
-	ferric dicitrate ABC transporter - membrane subunit	fecC
-	ferric dicitrate ABC transporter - periplasmic binding protein	fecB
-	ferric citrate outer membrane porin FecA	fecA
-	regulator for fec operon, periplasmic	fecR
-	RNA polymerase, sigma 19 factor	fecI
-	"KpLE2 phage-like element; IS1 repressor protein InsA"	insA-7
-		insB-7_1
-		insB-7_2
-	"KpLE2 phage-like element; predicted DNA-binding transcriptional regulator"	yjhU
-	YjhF Gnt tranporter	yjhF
-	"KpLE2 phage-like element; D-xylonate dehydratase"	yjhG
-	"KpLE2 phage-like element; 2-dehydro-3-deoxy-D-pentonate aldolase"	yjhH
-	"KpLE2 phage-like element; predicted DNA-binding transcriptional regulator"	yjhI
-	"KpLE2 phage-like element; predicted DNA-binding transcriptional regulator"	sgcR
-	"KpLE2 phage-like element; predicted epimerase"	sgcE
-	SgcA	sgcA
small RNA	RyjB	ryjB
-	"KpLE2 phage-like element; predicted nucleoside triphosphatase"	sgcQ
-	SgcC	sgcC
-	predicted enzyme IIB component of PTS	sgcB
-	"KpLE2 phage-like element; predicted endoglucanase with Zn-dependent exopeptidase domain"	sgcX
-	"KpLE2 phage-like element; predicted methyltransferase"	yjhP
-	"KpLE2 phage-like element; predicted acetyltransferase"	yjhQ
-	conserved protein	yjhX
-	"KpLE2 phage-like element; predicted frameshift suppressor"	yjhR
-	probable 9-<i>O</i>-acetyl-<i>N</i>-acetylneuraminate esterase	nanS
-	<i>N</i>-acetylneuraminate mutarotase	nanM
-	N-acetylneuraminic acid outer membrane channel	nanC
-	regulator for fimA	fimB
-	regulator for fimA	fimE
-	major type 1 subunit fimbrin (pilin)	fimA
small RNA	FimA3'	fimA3'
-	fimbrial protein	fimI
-	periplasmic chaperone, required for type 1 fimbriae	fimC
-	FimD monomer	fimD
-	fimbrial morphology	fimF
-	fimbrial morphology	fimG
-	minor fimbrial subunit, D-mannose specific adhesin	fimH
-	gluconate / fructuronate  transporter GntP	gntP
-	D-mannonate dehydratase	uxuA
-	D-mannonate oxidoreductase	uxuB
-	UxuR DNA-binding transcriptional repressor	uxuR
-	predicted protein	yjiC
-	"inhibitor of &sigma;<sup>S</sup> proteolysis"	iraD
-	HypT transcriptional dual regulator	hypT
-	IadA	iadA
-	conserved inner membrane protein	yjiG
-	conserved inner membrane protein	yjiH
-	enzyme with tRNA 2'-phosphotransferase activity	kptA
-	predicted inner membrane protein	yjiJ
-	conserved protein	yjiK
-	predicted ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase	yjiL
-	hypothetical protein	yjiM
-	hypothetical protein	yjiN
-	multidrug efflux transporter MdtM/Na<sup>+</sup> : H<sup>+</sup> antiporter/K<sup>+</sup> : H<sup>+</sup> antiporter	mdtM
-	predicted transposase	yjiP
-	predicted transposase	yjiQ
-	putative regulator	yjiR
-	conserved protein	yjiS
-	conserved protein	yjiT
-	conserved protein	yjiV
-	MrcC subunit of 5-methylcytosine restriction system	mcrC
-	MrcB subunit of 5-methylcytosine restriction system	mcrB
-	toxin-like protein of the SOS response	symE
small RNA	SymR	symR
-	specificity determinant for hsdM and hsdR	hsdS
-	"host modification; DNA methylase M"	hsdM
-	"host restriction; endonuclease R"	hsdR
-	methylated adenine and cytosine restriction protein	mrr
-	P-loop guanosine triphosphatase	yjiA
-	conserved protein	yjiX
-	inner membrane protein	yjiY
-		tsr
-	galactonate:H+ symporter	yjjL
-	predicted DNA-binding transcriptional regulator	yjjM
-	predicted L-galactonate oxidoreductase	yjjN
-	phosphoglycerol transferase I	opgB
-	conserved protein	yjjA
-	"chromosome replication; initiation and chain elongation"	dnaC
-	primosomal protein DnaT	dnaT
-	conserved inner membrane protein	yjjB
-	predicted inner membrane structural protein	yjjP
-	predicted DNA-binding transcriptional regulator	yjjQ
-	BglJ DNA-binding transcriptional regulator	bglJ
-	hydroxamate siderophore iron reductase	fhuF
-	predicted protein	yjjZ
tRNA	tRNA<SUP>leuV</SUP>	leuV
tRNA	tRNA<SUP>leuP</SUP>	leuP
